Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away,jogador20_home,HS,AS,HST,AST,B365H,B365D,B365A,HTHG,HTAG
28.0,qua,2021-04-21,14:30,Santa Clara,2.4,0.4,Moreirense,0,Estádio de São Miguel,Vitor Ferreira Fernandes,/pt/partidas/720c9c99/Santa-Clara-Moreirense-2021Abril21-Primeira-Liga,0,0,4-3-3,4-4-2,17.0,9.0,8.0,5.0,27.0,16.0,592.0,462.0,16.0,24.0,16.0,10.0,18.0,22.0,2.0,2.0,1.0,14.0,95.0,86.0,5.0,0.0,0.0,3.0,0.0,0.0,Marco André Rocha Pereira,Rafael Ramos,Mikel Villanueva,Fábio Cardoso,Mansur,Allano,Lincoln,Carlos,Crysan,Hidemasa Morita,Anderson Carvalho,André Ferreira,João Afonso,João Paulo Lázaro Lucas,Ukra,Costinha,Rui Filipe Cunha Correia,Jean Patric,Rui Costa,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Abdu Conté,Fábio Pacheco,Felipe Pires,Filipe Soares,Abdoulaye Ba,Walterson,Gonçalo Franco,Rafael Martins,Miguel Oliveira,Nahuel Ferraresi,Ibrahima Camará,Lucas,Yan Santos,David Simão,Afonso Figueiredo,Alexandre Miguel Barros Soares,,18,6,5,3,1.9,3.4,4.2,0,0
28.0,qua,2021-04-21,17:00,Maritimo,1.1,1.4,Rio Ave,0,Estádio dos Barreiros,Hélder Malheiro,/pt/partidas/8f7c7bff/Maritimo-Rio-Ave-2021Abril21-Primeira-Liga,1,0,4-3-3,4-3-3,13.0,15.0,4.0,10.0,11.0,30.0,457.0,751.0,19.0,21.0,9.0,12.0,32.0,9.0,2.0,1.0,9.0,3.0,61.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Rafik Guitane,Edgar Costa,Rene Santos,Fábio China,Pedro Pelágio,Léo Andrade,Ali Alipour,Diederrick Joel,Charles,Jean,Jorge Correa,Rodrigo Pinho,Francois-Xavier Fumu Tamuzo,Franck-Yves Bambock,Rúben Macedo,Tim Söderström,Paweł Kieszek,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Francisco Geraldes,Gonçalo Rodrigues,Fábio Coentrão,Pelé,Ronan,Carlos Mané,Ivo Pinto,Aderlan Santos,Léo,Nélson Monte,Júnior Brandão,Anderson Emanuel Castelo Branco Cruz,Costinha,Savio,Ryotaro Meshino,Leandro Silva,,6,15,2,1,2.8,3.1,2.55,1,0
28.0,qua,2021-04-21,19:00,Sp Braga,3.4,0.3,Boavista,0,Estádio Municipal de Braga,Luís Godinho,/pt/partidas/06a59e70/Braga-Boavista-2021Abril21-Primeira-Liga,2,1,4-4-2,5-3-2,14.0,17.0,15.0,2.0,42.0,6.0,827.0,368.0,11.0,11.0,15.0,7.0,5.0,46.0,2.0,0.0,,,106.0,45.0,0.0,0.0,0.0,3.0,1.0,0.0,Matheus,Vítor Tormena,Nuno Sequeira,Abel Ruiz,Nicolás Gaitán,Ricardo Horta,Fransérgio,Raul Silva,Ricardo Esgaio,André Castro,Galeno,Tiago Sá,José Carlos,Rolando,João Novais,Lucas Piazon,André Horta,Andraž Šporar,Cristian Borja,Leonardo César Jardim,Adil Rami,Chidozie Awaziem,Yusupha Njie,Alberth Elis,Jackson Porozo,Nathan,Show,Sebastián Pérez Cardona,Yanis Hamache,Paulinho,Rafael Bracalli,Reggie Cannon,Alejandro Gómez,Nuno Santos,Gustavo Sauer,Angel Gomes,Jeriel Córdova,Kuku Fidelis,,25,5,10,2,1.44,4.2,7.5,1,1
28.0,qua,2021-04-21,21:15,Sp Lisbon,3.1,1.1,Belenenses,0,Estádio José Alvalade,Nuno Almeida,/pt/partidas/65074f7f/Sporting-CP-Belenenses-SAD-2021Abril21-Primeira-Liga,2,2,3-4-3,5-4-1,14.0,14.0,9.0,0.0,46.0,4.0,775.0,415.0,11.0,15.0,10.0,12.0,9.0,47.0,1.0,1.0,1.0,21.0,54.0,80.0,1.0,0.0,0.0,3.0,0.0,0.0,Antonio Adán,Matheus Reis,Sebastián Coates,Nuno Mendes,João Palhinha,João Mário,Tiago Tomás,Paulinho,Pedro Porro,Pedro Gonçalves,Gonçalo Inácio,Luís Maximiano,Bruno Tabata,Matheus Nunes,Nuno Santos,Luís Neto,João Pereira,Vitorino Antunes,Daniel Bragança,Stanislav Kritsyuk,Tomás Ribeiro,Rúben Lima,Mateo Cassierra,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Sphephelo Sithole,Henrique,Afonso Sousa,Gonçalo Silva,André Moreira,Diogo Calila,Bruno Ramires,Jordan van der Gaag,Francisco Chico,Afonso Taira,Thibang Phete,Nilton Varela,,28,3,9,3,1.44,4.0,8.5,0,1
28.0,qui,2021-04-22,15:00,Tondela,1.5,1.5,Nacional,0,Estádio João Cardoso,Manuel Oliveira,/pt/partidas/d365e482/Tondela-Nacional-2021Abril22-Primeira-Liga,2,1,4-3-3,4-2-3-1,15.0,19.0,6.0,7.0,11.0,25.0,490.0,481.0,15.0,15.0,15.0,13.0,20.0,10.0,0.0,0.0,3.0,1.0,63.0,91.0,2.0,0.0,0.0,4.0,1.0,0.0,Pedro Trigueira,Bebeto,Pedro Borges,Jhon Murillo,Jaume Grau,Mario González,Roberto Olabe del Arco,Filipe Ferreira,Yohan Tavares,Ricardo Miguel Martins Alves,Rafael Barbosa,Babacar Niasse,João Jaquité,Salvador Agra,Tomislav Štrkalj,Tiago Melo Almeida,Enzo Martínez,Abdel Jalil Medioub,Souleymane Anne,António Filipe de Carvalho,Lucas Kal,Pedrão,Larry Azouni,Abdullahi Ibrahim Alhassan,João Pedro Gomes Camacho,Kenji Gorré,Pedro Mendes,Éber Bessa,Rúben Freitas,Rui Correia,Riccardo Piscitelli,Rúben Micael,Kalindi Alves de Souza,Bryan Róchez,Julio,Vincent Thill,Nuno Borges,Mabrouk Rouai,,6,11,5,5,1.95,3.3,4.0,1,1
28.0,qui,2021-04-22,17:00,Gil Vicente,0.8,1.2,Famalicao,0,Estádio Cidade de Barcelos,António Nobre,/pt/partidas/6bba781a/Gil-Vicente-FC-Famalicao-2021Abril22-Primeira-Liga,0,3,4-3-3,4-1-4-1,11.0,11.0,6.0,5.0,20.0,13.0,622.0,521.0,11.0,10.0,7.0,10.0,11.0,19.0,0.0,1.0,12.0,5.0,93.0,79.0,1.0,1.0,0.0,2.0,0.0,0.0,Denis,Joel Pereira,Lourency,Antoine Léautey,Pedro Filipe Barbosa Moreira,Vitor Carvalho,Lucas Mineiro,Rúben Fernandes,Talocha,Pedro David Rosendo Marques,Ygor Nogueira,Quentin Beunardeau,Rodrigão,Claude Gonçalves,Kanya Fujimoto,Yves Baraye,Samuel,Henrique Gomes,Paulo Sérgio Mota,Luiz Lúcio Reis Júnior,Manuel Ugarte Ribeiro,Gustavo Assuncao,Riccieli,Rúben Vinagre,Ivo Rodrigues,Gil Bastião Dias,Anderson,Pedro Rodrigues,Diogo Figueiras,Patrick,Vaná,Bozhidar Kraev,Leonardo Campana,Ivan Jaime Pajuelo,João Neto,Carlos Valenzuela,Diogo Queirós,Edwin Herrera,,10,14,5,5,2.4,3.1,3.1,0,0
28.0,qui,2021-04-22,19:00,Portimonense,0.9,2.2,Benfica,0,Estádio do Portimonense SC,Artur Soares Dias,/pt/partidas/d1ee3ddc/Portimonense-Benfica-2021Abril22-Primeira-Liga,1,5,4-2-3-1,3-4-3,10.0,16.0,5.0,4.0,14.0,14.0,471.0,719.0,14.0,12.0,19.0,10.0,18.0,11.0,2.0,2.0,11.0,5.0,93.0,77.0,1.0,0.0,0.0,2.0,0.0,0.0,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Fabrício dos Santos Messias,Beto,Fahd Moufi,Willyan,Jafar Salmani,Fali Candé,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Ewerton,Anderson,Henrique,Luquinha,Bruno Moreira,Lucas Tagliapietra,Denis-Will Poha,Helton Leite,Álex Grimaldo,Lucas Veríssimo,Jan Vertonghen,Gabriel,Haris Seferović,Diogo Gonçalves,Pizzi,Rafa Silva,Nicolás Otamendi,Adel Taarabt,Odisseas Vlachodimos,Gilberto,Everton Soares,Darwin Núñez,Luca Waldschmidt,Franco Cervi,Chiquinho,Pedrinho,,8,15,3,6,7.5,4.0,1.45,1,1
28.0,qui,2021-04-22,21:00,Porto,1.7,0.2,Guimaraes,0,Estádio Do Dragão,Tiago Martins,/pt/partidas/94c86e8f/Porto-Vitoria-Guimaraes-2021Abril22-Primeira-Liga,1,0,4-4-2,3-4-3,9.0,7.0,8.0,4.0,25.0,10.0,807.0,506.0,13.0,18.0,15.0,20.0,19.0,40.0,2.0,1.0,0.0,13.0,65.0,77.0,1.0,0.0,0.0,1.0,0.0,0.0,Agustín Marchesín,Pepe,Mateus Uribe,Mehdi Taremi,Moussa Marega,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Eulânio Ângelo Chipela Gomes,Diogo Costa,Diogo Leite,Luis Díaz,Carraça,Marko Grujić,Romário Baró,Toni Martínez,Evanilson,Bruno Varela,Abdul Mumin,Marcus Edwards,André André,Gideon Mensah,Rochinha,Falaye Sacko,José Luis García Vayá,Oscar Estupiñan,Jorge Filipe Oliveira Fernandes,André Amaro,Matouš Trmal,Easah Suliman,Rúben Lameiras,Mikel Agu,Sílvio,Zié Mohamed Ouattara,Domingos André Ribeiro Almeida,Noah Holm,,15,4,7,1,1.33,5.0,9.0,0,0
29.0,dom,2021-04-25,15:00,Boavista,0.8,1.0,Maritimo,0,Estádio do Bessa Século XXI,João Pinheiro,/pt/partidas/92a9f5ca/Boavista-Maritimo-2021Abril25-Primeira-Liga,0,1,3-4-3,4-4-2,10.0,17.0,3.0,7.0,16.0,18.0,572.0,587.0,18.0,19.0,14.0,17.0,13.0,14.0,0.0,0.0,,,51.0,78.0,2.0,0.0,0.0,1.0,0.0,0.0,Leonardo César Jardim,Reggie Cannon,Adil Rami,Chidozie Awaziem,Nuno Santos,Gustavo Sauer,Angel Gomes,Yusupha Njie,Alberth Elis,Show,Cristian Castro,Rafael Bracalli,Alejandro Gómez,Jorge Bengoché,Nathan,Sebastián Pérez Cardona,Yanis Hamache,Paulinho,Kuku Fidelis,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Rafik Guitane,Edgar Costa,Rene Santos,Fábio China,Pedro Pelágio,Léo Andrade,Ali Alipour,Diederrick Joel,Charles,Jean,Jorge Correa,Franck-Yves Bambock,Jefferson,Rúben Macedo,Tim Söderström,Antreas Karo,,9,10,3,3,2.2,3.3,3.25,0,0
29.0,dom,2021-04-25,17:30,Rio Ave,1.0,0.7,Pacos Ferreira,0,Estádio do Rio Ave Futebol Clube,Manuel Oliveira,/pt/partidas/713715d2/Rio-Ave-Pacos-de-Ferreira-2021Abril25-Primeira-Liga,1,1,4-1-4-1,4-5-1,13.0,17.0,5.0,2.0,21.0,15.0,613.0,500.0,9.0,16.0,7.0,8.0,10.0,19.0,3.0,3.0,8.0,10.0,69.0,79.0,2.0,1.0,0.0,1.0,0.0,0.0,Paweł Kieszek,Filipe Augusto,Toni Borevkovic,Gelson,Ricardo José Vaz Alves Monteiro,Gonçalo Rodrigues,Fábio Coentrão,Pedro Amaral,Ivo Pinto,Aderlan Santos,Gabriel Airton de Souza,Léo,Nélson Monte,Júnior Brandão,Anderson Emanuel Castelo Branco Cruz,Francisco Geraldes,Pelé,Costinha,Savio,Jordi Almeida,Pedro Rebocho,Abbas Ibrahim,Zé Uilton,Luther Singh,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Michael,Marco Baixinho,Martín,Hélder Ferreira,Matchoi Djaló,Adriano Castanheira,Jorge Fernando Santos Silva,João Pedro Sousa Silva,,7,9,2,3,2.1,3.25,3.6,0,1
29.0,dom,2021-04-25,20:00,Sp Braga,1.4,0.2,Sp Lisbon,0,Estádio Municipal de Braga,Artur Soares Dias,/pt/partidas/25d47a1f/Braga-Sporting-CP-2021Abril25-Primeira-Liga,0,1,3-4-3,3-4-3,22.0,9.0,6.0,2.0,39.0,4.0,781.0,404.0,17.0,11.0,12.0,14.0,5.0,29.0,8.0,1.0,4.0,9.0,78.0,79.0,4.0,0.0,0.0,5.0,0.0,1.0,Matheus,Vítor Tormena,Nuno Sequeira,Abel Ruiz,Nicolás Gaitán,Ricardo Horta,Fransérgio,Raul Silva,Ricardo Esgaio,André Castro,Galeno,Tiago Sá,José Carlos,Rolando,João Novais,Almoatasem Al Musrati,Lucas Piazon,André Horta,Rui Fonte,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Nuno Santos,João Mário,Paulinho,Pedro Porro,Pedro Gonçalves,Gonçalo Inácio,Luís Maximiano,Matheus Reis,Matheus Nunes,Luís Neto,Tiago Tomás,Gonzalo Plata,João Pereira,Daniel Bragança,,17,5,4,1,2.6,3.0,2.9,0,0
29.0,seg,2021-04-26,17:00,Belenenses,0.4,1.4,Gil Vicente,0,Estádio Nacional,Tiago Martins,/pt/partidas/72904454/Belenenses-SAD-Gil-Vicente-FC-2021Abril26-Primeira-Liga,2,1,3-4-3,4-3-3,6.0,9.0,4.0,5.0,20.0,20.0,626.0,677.0,13.0,15.0,15.0,7.0,16.0,20.0,3.0,3.0,6.0,6.0,99.0,79.0,3.0,0.0,0.0,2.0,0.0,0.0,Stanislav Kritsyuk,Tomás Ribeiro,Rúben Lima,Mateo Cassierra,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Sphephelo Sithole,Thibang Phete,Henrique,Afonso Sousa,André Moreira,Diogo Calila,Bruno Ramires,Danny Henriques,Jordan van der Gaag,Francisco Chico,Afonso Taira,Nilton Varela,Denis,Joel Pereira,Rodrigão,Lourency,Pedro Filipe Barbosa Moreira,Kanya Fujimoto,Vitor Carvalho,Lucas Mineiro,Rúben Fernandes,Pedro David Rosendo Marques,Henrique Gomes,Quentin Beunardeau,Diogo Silva,Claude Gonçalves,Antoine Léautey,Yves Baraye,Samuel,Talocha,Paulo Sérgio Mota,,8,16,3,4,2.4,2.9,3.25,0,1
29.0,seg,2021-04-26,19:00,Nacional,0.4,0.2,Guimaraes,0,Estádio da Madeira,Fábio Veríssimo,/pt/partidas/153a77ea/Nacional-Vitoria-Guimaraes-2021Abril26-Primeira-Liga,1,0,4-2-3-1,3-4-3,20.0,16.0,6.0,4.0,20.0,20.0,397.0,686.0,12.0,12.0,12.0,14.0,27.0,21.0,1.0,1.0,12.0,6.0,86.0,93.0,4.0,0.0,0.0,3.0,0.0,0.0,António Filipe de Carvalho,Pedrão,Larry Azouni,Abdullahi Ibrahim Alhassan,João Pedro Gomes Camacho,Rúben Micael,Pedro Mendes,Witi,Rúben Freitas,Rui Correia,Julio,Riccardo Piscitelli,Vladan Danilović,Vincent Koziello,Kenji Gorré,Éber Bessa,Kalindi Alves de Souza,Bryan Róchez,Vincent Thill,Bruno Varela,Marcus Edwards,André André,Falaye Sacko,José Luis García Vayá,Rúben Lameiras,Sílvio,Oscar Estupiñan,Jorge Filipe Oliveira Fernandes,Domingos André Ribeiro Almeida,André Amaro,Matouš Trmal,Easah Suliman,Ricardo Quaresma,Rochinha,Zié Mohamed Ouattara,Noah Holm,Miguel Luís,Helder Sá,,8,6,6,1,3.5,3.3,2.1,1,0
29.0,seg,2021-04-26,19:00,Famalicao,1.7,1.4,Tondela,0,Estádio Municipal 22 de Junho,Rui Costa,/pt/partidas/29f1f34f/Famalicao-Tondela-2021Abril26-Primeira-Liga,2,2,4-1-4-1,4-3-3,15.0,14.0,8.0,9.0,25.0,17.0,589.0,489.0,8.0,18.0,12.0,7.0,12.0,20.0,0.0,1.0,6.0,10.0,82.0,78.0,3.0,0.0,0.0,1.0,0.0,0.0,Luiz Lúcio Reis Júnior,Gustavo Assuncao,Leonardo Campana,Riccieli,Ivan Jaime Pajuelo,Rúben Vinagre,Ivo Rodrigues,Gil Bastião Dias,Pedro Rodrigues,Diogo Figueiras,Patrick,Vaná,Manuel Ugarte Ribeiro,Bozhidar Kraev,Jhonata Robert,Andrija Luković,Diogo Queirós,Edwin Herrera,Anderson,Pedro Trigueira,Salvador Agra,João Pedro,Jhon Murillo,Jaume Grau,Mario González,Roberto Olabe del Arco,Tiago Melo Almeida,Filipe Ferreira,Enzo Martínez,Yohan Tavares,Babacar Niasse,Bebeto,João Jaquité,Tomislav Štrkalj,Abdel Jalil Medioub,Ricardo Miguel Martins Alves,Souleymane Anne,Rafael Barbosa,,11,11,4,2,1.9,3.2,4.0,2,2
29.0,seg,2021-04-26,19:00,Benfica,1.5,0.7,Santa Clara,0,Estádio do Sport Lisboa e Benfica,Hélder Malheiro,/pt/partidas/e87568ae/Benfica-Santa-Clara-2021Abril26-Primeira-Liga,2,1,3-4-3,4-3-3,14.0,11.0,5.0,4.0,17.0,14.0,749.0,502.0,14.0,19.0,15.0,12.0,23.0,11.0,2.0,3.0,10.0,10.0,71.0,73.0,2.0,0.0,0.0,0.0,0.0,0.0,Helton Leite,Álex Grimaldo,Lucas Veríssimo,Jan Vertonghen,Everton Soares,Haris Seferović,Diogo Gonçalves,Pizzi,Rafa Silva,Julian Weigl,Nicolás Otamendi,Odisseas Vlachodimos,Gilberto,Darwin Núñez,Luca Waldschmidt,Franco Cervi,Chiquinho,Pedrinho,Gonçalo Ramos,Marco André Rocha Pereira,Rafael Ramos,Mikel Villanueva,João Afonso,Mansur,Allano,Lincoln,Carlos,Crysan,Hidemasa Morita,Anderson Carvalho,Rodolfo Furtado,Ukra,Rúben Alexandre Gomes Oliveira,Costinha,Rui Filipe Cunha Correia,Jean Patric,Cristian González,Rui Costa,,10,16,1,7,1.33,5.0,9.0,1,0
29.0,seg,2021-04-26,21:15,Moreirense,0.9,3.4,Porto,0,P.D. Comendador Joaquim de Almeida Freit...,Hugo Miguel,/pt/partidas/7ae9ce43/Moreirense-Porto-2021Abril26-Primeira-Liga,1,1,3-4-3,4-4-2,18.0,12.0,6.0,11.0,12.0,27.0,394.0,773.0,18.0,12.0,16.0,4.0,31.0,8.0,1.0,4.0,12.0,4.0,77.0,69.0,3.0,0.0,0.0,4.0,0.0,0.0,Mateus Pasinato,Lazar Rosić,Nahuel Ferraresi,Abdu Conté,Fábio Pacheco,Yan Santos,Filipe Soares,David Simão,Abdoulaye Ba,Walterson,Rafael Martins,Kewin,Anthony D'Alberto,Ibrahima Camará,André Luis,Steven Vitória,Afonso Figueiredo,Alexandre Miguel Barros Soares,Jefferson Galego,Agustín Marchesín,Pepe,Mateus Uribe,Mehdi Taremi,Moussa Marega,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Eulânio Ângelo Chipela Gomes,Diogo Costa,Diogo Leite,Luis Díaz,Marko Grujić,João Mário Lopes,Toni Martínez,Evanilson,Fabio Vieira,,10,20,4,7,8.5,4.75,1.36,1,0
29.0,ter,2021-04-27,21:45,Farense,0.6,1.3,Portimonense,0,Estádio de São Lúis,Luís Godinho,/pt/partidas/18f44055/Farense-Portimonense-2021Abril27-Primeira-Liga,1,1,4-1-4-1,4-4-1-1,12.0,16.0,8.0,5.0,24.0,14.0,514.0,507.0,15.0,13.0,21.0,15.0,13.0,25.0,2.0,0.0,9.0,11.0,117.0,89.0,2.0,0.0,0.0,2.0,0.0,0.0,Beto,César,Amine Oudrhiri,Braian Mansilla,Fabrício Isidoro,Ryan Gauld,Abner,Jonatan Lucca,Tomás Tavares,Eduardo Mancha,Pedro,Hugo Marques,Filipe Melo,Madi Queita,Burá,André Almeida Pinto,Cássio,Álvarinho,Licá,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Fabrício dos Santos Messias,Ewerton,Beto,Koki Anzai,Willyan,Fali Candé,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Anderson,Henrique,Pedro Sá,Bruno Moreira,Lucas Tagliapietra,Jafar Salmani,Denis-Will Poha,,10,17,3,6,2.1,3.1,3.8,1,0
30.0,qui,2021-04-29,20:30,Maritimo,0.4,0.6,Sp Braga,0,Estádio dos Barreiros,Fábio Veríssimo,/pt/partidas/b6949c12/Maritimo-Braga-2021Abril29-Primeira-Liga,1,0,4-3-3,3-4-3,13.0,11.0,2.0,8.0,7.0,34.0,584.0,766.0,8.0,19.0,16.0,14.0,42.0,5.0,0.0,0.0,10.0,4.0,68.0,91.0,5.0,0.0,0.0,2.0,0.0,0.0,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Rafik Guitane,Edgar Costa,Rene Santos,Fábio China,Pedro Pelágio,Léo Andrade,Ali Alipour,Diederrick Joel,Charles,Jean,Jorge Correa,Franck-Yves Bambock,Jefferson,Rúben Macedo,Tim Söderström,Antreas Karo,Matheus,Vítor Tormena,Nuno Sequeira,Almoatasem Al Musrati,Nicolás Gaitán,Lucas Piazon,Andraž Šporar,Ricardo Esgaio,Bruno Rodrigues,André Castro,Galeno,Tiago Sá,Rolando,João Novais,Abel Ruiz,André Horta,Rui Fonte,Ricardo Horta,Cristian Borja,,7,12,2,4,5.5,4.0,1.5,0,0
30.0,sex,2021-04-30,15:00,Pacos Ferreira,1.8,0.4,Belenenses,0,Estádio da Capital do Móvel,Gustavo Correia,/pt/partidas/ee035171/Pacos-de-Ferreira-Belenenses-SAD-2021Abril30-Primeira-Liga,1,0,4-3-3,3-5-2,16.0,20.0,3.0,5.0,16.0,18.0,589.0,475.0,10.0,13.0,4.0,8.0,19.0,21.0,1.0,5.0,12.0,4.0,90.0,82.0,3.0,1.0,0.0,2.0,0.0,0.0,Jordi Almeida,Pedro Rebocho,Zé Uilton,Bruno Xavier Almeida Costa,Luther Singh,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Michael,Marco Baixinho,Hélder Ferreira,Abbas Ibrahim,Matchoi Djaló,Adriano Castanheira,Jorge Fernando Santos Silva,João Pedro Sousa Silva,Stanislav Kritsyuk,Tomás Ribeiro,Rúben Lima,Bruno Ramires,Tiago Esgaio,Sphephelo Sithole,Francisco Chico,Afonso Taira,Henrique,Afonso Sousa,Gonçalo Silva,André Moreira,Diogo Calila,Silvestre Varela,Danny Henriques,Thibang Phete,Nilton Varela,Chima Akas,César Sousa,,13,7,6,1,2.2,3.2,3.1,0,0
30.0,sex,2021-04-30,17:00,Guimaraes,1.2,1.0,Moreirense,0,Estádio Dom Afonso Henriques,Vitor Ferreira Fernandes,/pt/partidas/1408aea5/Vitoria-Guimaraes-Moreirense-2021Abril30-Primeira-Liga,2,0,3-4-3,3-4-3,13.0,11.0,4.0,10.0,13.0,20.0,503.0,688.0,15.0,11.0,14.0,9.0,20.0,8.0,0.0,2.0,10.0,6.0,75.0,55.0,3.0,0.0,0.0,1.0,0.0,0.0,Bruno Varela,Easah Suliman,André André,Gideon Mensah,Rochinha,Falaye Sacko,José Luis García Vayá,Sílvio,Oscar Estupiñan,Domingos André Ribeiro Almeida,André Amaro,Matouš Trmal,Abdul Mumin,Marcus Edwards,Bruno Duarte,Ricardo Quaresma,Rúben Lameiras,Zié Mohamed Ouattara,Miguel Luís,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Nahuel Ferraresi,Fábio Pacheco,Yan Santos,David Simão,Abdoulaye Ba,Afonso Figueiredo,Alexandre Miguel Barros Soares,Rafael Martins,Miguel Oliveira,Abdu Conté,Ibrahima Camará,André Luis,Steven Vitória,Filipe Soares,Jefferson Galego,Walterson,,15,14,7,2,1.9,3.5,3.8,2,0
30.0,sex,2021-04-30,19:00,Tondela,1.0,2.0,Benfica,0,Estádio João Cardoso,Manuel Mota,/pt/partidas/0374da45/Tondela-Benfica-2021Abril30-Primeira-Liga,0,2,4-2-3-1,4-4-2,12.0,4.0,3.0,6.0,17.0,12.0,580.0,782.0,23.0,15.0,12.0,16.0,10.0,6.0,1.0,2.0,14.0,6.0,70.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,Pedro Trigueira,Bebeto,Salvador Agra,João Pedro,Jaume Grau,Mario González,Roberto Olabe del Arco,Filipe Ferreira,Yohan Tavares,Ricardo Miguel Martins Alves,Rafael Barbosa,Babacar Niasse,João Jaquité,Pedro Borges,Tomislav Štrkalj,Tiago Melo Almeida,Enzo Martínez,Abdel Jalil Medioub,Souleymane Anne,Helton Leite,Gilberto,Álex Grimaldo,Lucas Veríssimo,Jan Vertonghen,Everton Soares,Gabriel,Luca Waldschmidt,Haris Seferović,Pizzi,Rafa Silva,Odisseas Vlachodimos,Franco Cervi,Diogo Gonçalves,Chiquinho,Pedrinho,Nuno Tavares,João Ferreira,Gonçalo Ramos,,7,13,3,6,9.0,5.25,1.25,0,2
30.0,sex,2021-04-30,21:15,Porto,1.6,1.1,Famalicao,0,Estádio Do Dragão,Nuno Almeida,/pt/partidas/b9a626bb/Porto-Famalicao-2021Abril30-Primeira-Liga,3,2,4-4-2,4-1-4-1,18.0,19.0,5.0,4.0,12.0,13.0,603.0,486.0,10.0,14.0,19.0,15.0,10.0,19.0,1.0,1.0,2.0,11.0,67.0,70.0,1.0,0.0,0.0,3.0,0.0,0.0,Agustín Marchesín,Diogo Leite,Mateus Uribe,Mehdi Taremi,Marko Grujić,Jesús Corona,Wilson Manafá,Chancel Mbemba,Otávio,Toni Martínez,Francisco Conceição,Diogo Costa,Luis Díaz,Moussa Marega,Zaidu Sanusi,Carraça,João Mário Lopes,Sérgio Oliveira,Evanilson,Luiz Lúcio Reis Júnior,Calvin Verdonk,Manuel Ugarte Ribeiro,Gustavo Assuncao,Riccieli,Ivan Jaime Pajuelo,Diogo Queirós,Ivo Rodrigues,Gil Bastião Dias,Pedro Rodrigues,Diogo Figueiras,Vaná,Bozhidar Kraev,Leonardo Campana,João Neto,Carlos Valenzuela,Edwin Herrera,Anderson,Heriberto Tavares,Malang Sarr,10,9,4,3,1.36,4.5,7.0,1,1
